Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.53849792480469,72.59887623049032,71.29228881100529,71.54587474672552,135480400
2020-01-03,71.83326721191406,72.59403229564492,71.60866171136072,71.76564381270238,146322800
2020-01-06,72.40567779541016,72.44432080433776,70.7030121336898,70.95418800651902,118387200
2020-01-07,72.0651626586914,72.67135607636844,71.84538465436648,72.41535254834196,108872000
2020-01-08,73.22442626953125,73.52631792855652,71.76810120120939,71.76810120120939,132079200
2020-01-09,74.77977752685547,74.97298525297698,73.95138852976605,74.20255709964356,170108400
2020-01-10,74.94879913330078,75.51394659034878,74.44645484641248,75.01401242394427,140644800
2020-01-13,76.55004119873047,76.57661149006776,75.1468497409281,75.26519625077637,121532000
2020-01-14,75.51636505126953,76.6973684411486,75.39319829942681,76.48725308231118,161954400
2020-01-15,75.19273376464844,76.19742976100052,74.76042298692015,75.31590787968373,121923600
2020-01-16,76.1346664428711,76.24576789106787,75.37390086098026,75.73617088763328,108829200
2020-01-17,76.97753143310547,76.97994155406593,76.07668423312775,76.38340344954888,137816400
2020-01-21,76.45587158203125,77.04757477909159,76.31820722415463,76.60560865744733,110843200
2020-01-22,76.72877502441406,77.28183515069573,76.63458130371416,76.94130052804331,101832400
2020-01-23,77.09828186035156,77.17797799443389,76.23366024847726,76.78190007438859,104472000
2020-01-24,76.87609100341797,78.08848500678306,76.68529344990502,77.34462735281411,146537600
2020-01-27,74.61553192138672,75.29659377968004,73.63257108817264,74.88360812840847,161940000
2020-01-28,76.7263412475586,76.89781358300051,75.3980184372133,75.49703974934148,162234000
2020-01-29,78.3324203491211,79.1801343637196,77.6175430675433,78.35899064388555,216229200
2020-01-30,78.21890258789062,78.27203580279424,76.9823558087521,77.4146666313588,126743200
2020-01-31,74.75077056884766,77.9314960376563,74.45612410034879,77.50884783770134,199588400
2020-02-03,74.54549407958984,75.71200004458515,72.99014787932889,73.49249228699044,173788400
2020-02-04,77.00650787353516,77.19730542119127,75.74580830506335,76.151548831137,136616400
2020-02-05,77.63443756103516,78.4338458330259,77.03065443292134,78.13436438960977,118826800
2020-02-06,78.54253387451172,78.544951365906,77.34704752803583,77.90494263047137,105425600
2020-02-07,77.47492980957031,78.29076000098544,76.98349458931148,78.04141124169928,117684000
2020-02-10,77.84288787841797,77.84288787841797,75.97882681770385,76.05871208817942,109348800
2020-02-11,77.37322998046875,78.41178269464413,77.1553537002358,78.33915973053,94323200
2020-02-12,79.21067810058594,79.21551716925477,77.8235202802382,77.8235202802382,113730400
2020-02-13,78.64661407470703,78.97343221924942,78.27864537598826,78.481997082219,94747600
2020-02-14,78.66600799560547,78.91535678515409,78.15762488828393,78.61516451334795,80113600
2020-02-18,77.2255859375,77.40715079471983,76.16282276038466,76.34438761760448,152531200
2020-02-19,78.343994140625,78.57397915979611,77.46764261559846,77.46764261559846,93984000
2020-02-20,77.54026794433594,78.59334522089243,77.034308274592,78.10433337158206,100566000
2020-02-21,75.78517150878906,77.57661741601534,75.16785392447004,77.13359500928858,129554000
2020-02-24,72.18533325195312,73.63785189891229,70.0186640363075,71.96261786330551,222195200
2020-02-25,69.74028778076172,73.2384412684254,69.26822345651695,72.85594778267296,230673600
2020-02-26,70.84658813476562,72.11270274954929,69.35775815457548,69.36502045153675,198054800
2020-02-27,66.2154769897461,69.23671826456818,66.07990918137826,68.05049624740387,320605600
2020-02-28,66.17674255371094,67.39928345046577,62.06369649730183,62.279156964871476,426510000
2020-03-02,72.33785247802734,72.97454103190371,67.23225006740749,68.33616370279057,341397200
2020-03-03,70.04045104980469,73.59427823904339,69.18830204720706,73.5143929639958,319475600
2020-03-04,73.28924560546875,73.44902354050599,70.9627984910642,71.76410400685508,219178400
2020-03-05,70.91197204589844,72.51699913623247,70.54641911205819,71.54139095760931,187572800
2020-03-06,69.97025299072266,70.403589845972,68.08198145661343,68.26838538116881,226176800
2020-03-09,64.43616485595703,67.32183170470427,63.66874742529087,63.8503122943744,286744800
2020-03-10,69.07694244384766,69.34323899980069,65.21082178320125,67.0918381105168,285290000
2020-03-11,66.6778564453125,68.07953879233956,65.81360621039644,67.15235111618254,255598800
2020-03-12,60.09311294555664,65.36333551368728,60.037434101460896,61.95960092945028,418474000
2020-03-13,67.29276275634766,67.76483423256263,61.23575946723115,64.12627561961224,370732000
2020-03-16,58.63576889038086,62.719762997738265,58.10075613562878,58.572824040441446,322423600
2020-03-17,61.21398162841797,62.363888604538765,57.71340983694092,59.9188176066588,324056000
2020-03-18,59.715457916259766,60.521606153497835,57.40353182240701,58.045063064001496,300233600
2020-03-19,59.25791931152344,61.20913545401907,58.732592172693536,59.88976507646557,271857200
2020-03-20,55.49591064453125,60.964643798375334,55.195722054414446,59.83893935589746,401693200
2020-03-23,54.31694030761719,55.31675861475192,51.47000473892812,55.21508274022157,336752800
2020-03-24,59.76631164550781,59.962401104198456,56.72086326951332,57.21956082962695,287531200
2020-03-25,59.43706512451172,62.51882454095762,59.14171936553053,60.703176199981115,303602000
2020-03-26,62.5648307800293,62.62292917138006,59.64042564443605,59.67916036796759,252087200
2020-03-27,59.97449493408203,61.942655145225594,59.80745470235101,61.18734664760273,204216800
2020-03-30,61.68605422973633,61.85793725267391,60.376365510763634,60.700764195325654,167976400
2020-03-31,61.56016540527344,63.54527367451045,61.005789027148815,61.87730177654374,197002000
2020-04-01,58.321048736572266,60.21174335831203,57.890135142365466,59.67431113291772,176218400
2020-04-02,59.29423904418945,59.34749836465027,57.35028492920916,58.18306300120028,165934000
2020-04-03,58.44208908081055,59.4806382957601,57.85139756896397,58.77858908876302,129880000
2020-04-06,63.54043197631836,63.6953634654168,60.371521175046986,60.73948992606154,201820400
2020-04-07,62.80447769165039,65.77488277079468,62.700382304932994,65.55699908413254,202887200
2020-04-08,64.41194915771484,64.72665861508077,63.240251523791564,63.605797071493534,168895200
2020-04-09,64.8767318725586,65.3802757210065,64.0802729370591,65.04861853557672,161834800
2020-04-13,66.15013885498047,66.25908073963392,64.35385370017553,64.9542309045945,131022800
2020-04-14,69.49092102050781,69.78142775121215,67.31214270390448,67.78421429432576,194994800
2020-04-15,68.85662841796875,69.31659106992353,67.93670311405917,68.36519335403614,131154400
2020-04-16,69.40377044677734,69.76932337939922,68.35311605698439,69.57081070155868,157125200
2020-04-17,68.46204376220703,69.46670842031787,67.02404968637673,68.91959068992213,215250000
2020-04-20,67.04100799560547,68.19091879039594,67.02164432762936,67.28794093663315,130015200
2020-04-21,64.96874237060547,67.11847132681476,64.25700758407963,66.8836471640781,180991600
2020-04-22,66.84005737304688,67.27580994346772,65.89592187854126,66.23725720556617,116862400
2020-04-23,66.5810317993164,68.2078529350214,66.5422970832411,66.78438351779307,124814400
2020-04-24,68.50320434570312,68.51288987249583,67.05794791639367,67.10636816246496,126161200
2020-04-27,68.55162048339844,68.88327772422247,67.77210185087893,68.21995585468255,117087600
2020-04-28,67.44046020507812,69.19558749366381,67.34847353233525,69.01402260174115,112004800
2020-04-29,69.65552520751953,70.12517343259273,68.72591428235458,68.92926597961963,137280800
2020-04-30,71.12500762939453,71.30173342629523,69.8056406949222,70.195396396661,183064000
2020-05-01,69.97991180419922,72.38382779015663,69.20039336325117,69.29722643790079,240616800
2020-05-04,70.97008514404297,71.09839070422535,69.31421423252345,70.00416229263017,133568000
2020-05-05,72.03524780273438,72.868025831844,71.28477828502723,71.43003164134032,147751200
2020-05-06,72.77845764160156,73.41029979065098,72.35238308451844,72.7372996904726,142333600
2020-05-07,73.53132629394531,73.87751548674036,73.10283599340708,73.4054440161324,115215200
2020-05-08,75.28150177001953,75.33490525251078,73.86389080775889,74.19159365905105,133838400
2020-05-11,76.46611022949219,76.96129825485261,74.58000137090725,74.7887632077065,145946400
2020-05-12,75.59223175048828,77.60213374226082,75.47086083937184,77.15063010080355,162301200
2020-05-13,74.67951202392578,76.69427337454634,73.60173785754363,75.77185010542999,200622400
2020-05-14,75.1383056640625,75.19899111956893,73.19394129911058,73.91731459558865,158929200
2020-05-15,74.69405364990234,74.74017516998981,72.87349072399537,72.90747812106594,166348400
2020-05-18,76.45394897460938,76.8277733901168,75.3276309672179,76.01944652197729,135178400
2020-05-19,76.01216125488281,77.31810575212776,75.98060363958615,76.47093934712166,101729600
2020-05-20,77.49047088623047,77.56086067764168,76.83263524563915,76.87147482429302,111504800
2020-05-21,76.91273498535156,77.89341385727374,76.67484537253091,77.35209701743804,102688800
2020-05-22,77.40790557861328,77.49043686906315,76.54859787186399,76.65054523917132,81803200
2020-05-26,76.88362121582031,78.7066072917133,76.82778792899896,78.52698071099894,125522000
2020-05-27,77.21858978271484,77.3642363430493,76.00002862396322,76.7403955523751,112945200
2020-05-28,77.2525634765625,78.51239377679266,76.61658126415462,76.89330301256463,133560800
2020-05-29,77.17730712890625,77.95650601708448,76.82047648532915,77.49529820628362,153532400
2020-06-01,78.12644958496094,78.24782048460888,77.00012408043993,77.13120672626943,80791200
2020-06-02,78.48812103271484,78.5123966906775,77.41762896521124,77.85942075330303,87642800
2020-06-03,78.92021179199219,79.182377080961,78.23567814710795,78.80855263967156,104491200
2020-06-04,78.24053192138672,79.04157682827717,77.86670750782196,78.74300918140095,87560400
2020-06-05,80.46891021728516,80.5295956699377,78.46143811037989,78.49056594239036,137250400
2020-06-08,80.9446792602539,80.97866666833863,79.45424844734958,80.16548014966298,95654400
2020-06-09,83.500732421875,83.89397287260105,80.59269099061473,80.62424860345651,147712400
2020-06-10,85.64900207519531,86.11749189610212,84.01049518819849,84.44985718304342,166651600
